Card  38: 37  4 98 58  7 95 19 22 17 86 | 60 38 13 79 62 49 85 77  8 52 63 20 16 81 21 59 43 36 80 70 87 35 51 10 12
Card  39: 68 79 63 42 17 92 99 95  2 29 | 85 24 88 25 52 81 61  1 27 50 84 98 31 49 19 51 38 93 33 15 22 28 14 70 67
Card  40:  7 15 73 55 87 18 52 17 34 12 | 87 73 42 77 21 33 44 69 24 52 94 17  7 16 78 12 34 97 67 41 15 47 55 91 18
Card  41: 70  1 14 88 52 46 32 59 67 75 | 17  1 75 13 46 87 64 32 48 52 53 80 30 21  3 88 94 14 38 70 73 67 28 41 86
Card  42: 65 18 51 72 76  7 93 64 21 92 | 51 64 94 77 45 98 28 67 11 42 41 72 93 22 21 56 65 76 54  7 26 92 74 18 55
Card  43: 35 82  2 99 52 68 81 38 14 94 | 51 46 27 10 21  7 56 71 77  6 38 44 25 79 94 33 76 15 22 99 68 84  5 14 81
Card  44:  7 47  1 61 51 46 36 87 43 34 | 14 43 91 86 47 51 29 95 76 61 39 85 84  7 87 69 46 56 88 36 27  1 10 67 34
Card  45: 17 83 85 90 65 18 67 75 68 25 | 89 67 31 51 99 46 85 42 84 75 59 96 17 68 26 79 65 81 32 83 25 90 37  4 18
Card  46:  2 56 38 47  9 11 61 68 51 49 | 53 56 60 47 49 61 82  5 38  2 97  9 51 80 86 22 68 31 11 59 24  4 35 13  8
Card  47: 39  2 68 61 28  8 23 62 46 89 | 23 15 46 78 62  1 60 36 52 35 10 65 90 67  4 18 16 72 44 61  6 59 14 45 91
Card  48: 60 49 62 14 88 84 80 18  7 20 | 88 91 77 10  2 59 94 25 67  9 16 72 80 20 32 78 14 69 56 70 73 96 15  6 92
Card  49: 14 67 94 15 12 40  7 68 22 88 | 91 15 67 61  7 95 85 72 94 78 12 68 14 35 41 89 60 22 88 81 93 86 40 84 92
Card  50: 65 75 63 30 38 28 27 51 58 54 | 30 99 21 28  2 81 77 85 25 38 27 63 70 62 87 58 16  9 75 54 65 69 51 78  8
